Gene1,Gene2,Confidence Score,Origin
AAEL001500,AAEL009326,0.912,fly
AAEL012514,AAEL005636,0.912,yeast
AAEL009465,AAEL007581,0.912,yeast
AAEL007297,AAEL004563,0.912,yeast
AAEL005719,AAEL013869,0.912,yeast/fly
AAEL009402,AAEL008379,0.911,worm/fly
AAEL007067,AAEL006988,0.911,yeast
AAEL006221,AAEL001931,0.911,yeast
AAEL015080,AAEL000999,0.911,yeast
AAEL006743,AAEL006087,0.911,yeast
AAEL006221,AAEL001942,0.911,yeast
AAEL012658,AAEL002979,0.91,fly
AAEL001756,AAEL003744,0.91,yeast
AAEL005830,AAEL009898,0.91,yeast
AAEL004896,AAEL004333,0.91,yeast
AAEL006061,AAEL009898,0.91,yeast
AAEL011387,AAEL010108,0.909,fly
AAEL013596,AAEL004592,0.909,fly
AAEL010589,AAEL003834,0.909,fly
AAEL002137,AAEL006988,0.909,yeast
AAEL004896,AAEL006400,0.909,yeast
AAEL005830,AAEL006061,0.909,yeast/worm
AAEL007105,AAEL006932,0.908,fly
AAEL001471,AAEL002687,0.908,fly
AAEL000849,AAEL014670,0.908,fly
AAEL000404,AAEL008850,0.908,yeast
AAEL013541,AAEL001859,0.908,yeast
AAEL004896,AAEL001036,0.908,yeast
AAEL009905,AAEL004698,0.908,yeast
AAEL002912,AAEL006731,0.908,yeast/fly
AAEL015336,AAEL012275,0.907,fly
AAEL013066,AAEL012280,0.907,fly
AAEL011866,AAEL011692,0.907,yeast
AAEL000201,AAEL012826,0.907,yeast
AAEL013230,AAEL006040,0.907,yeast
AAEL003409,AAEL009833,0.907,yeast
AAEL005636,AAEL005825,0.907,yeast
AAEL010821,AAEL014583,0.907,yeast
AAEL011866,AAEL010617,0.907,yeast
AAEL006788,AAEL009465,0.907,yeast/fly
AAEL009304,AAEL011776,0.906,fly
AAEL001482,AAEL014813,0.906,fly
AAEL001482,AAEL010486,0.906,fly
AAEL008623,AAEL000330,0.906,yeast
AAEL002810,AAEL011811,0.906,yeast
AAEL005719,AAEL007904,0.906,yeast
AAEL007749,AAEL003604,0.905,fly
AAEL005401,AAEL008686,0.905,fly
AAEL009773,AAEL011478,0.905,fly
AAEL004237,AAEL003887,0.905,yeast
AAEL004866,AAEL014396,0.905,yeast
AAEL011873,AAEL014642,0.905,yeast/worm
AAEL011873,AAEL014639,0.905,yeast/worm
AAEL004763,AAEL014125,0.904,fly
AAEL007148,AAEL003259,0.904,fly
AAEL006654,AAEL006278,0.904,fly
AAEL004112,AAEL003599,0.904,fly
AAEL013637,AAEL013637,0.904,worm/fly
AAEL014042,AAEL013068,0.904,yeast
AAEL009398,AAEL010588,0.904,yeast
AAEL012326,AAEL011905,0.904,yeast
AAEL006148,AAEL014825,0.903,fly
AAEL012095,AAEL013890,0.903,fly
AAEL010244,AAEL006690,0.903,fly
AAEL015564,AAEL014670,0.903,fly
AAEL000568,AAEL004733,0.903,yeast
AAEL005742,AAEL008363,0.903,yeast
AAEL004173,AAEL004733,0.903,yeast
AAEL011780,AAEL012826,0.903,yeast
AAEL000724,AAEL013208,0.902,fly
AAEL009059,AAEL004475,0.902,yeast
AAEL004866,AAEL013783,0.902,yeast
AAEL010908,AAEL012456,0.901,fly
AAEL002248,AAEL006572,0.901,fly
AAEL008865,AAEL003972,0.901,fly
AAEL004221,AAEL004221,0.901,yeast
AAEL010248,AAEL008572,0.901,yeast
AAEL011116,AAEL011116,0.901,yeast
AAEL005162,AAEL008175,0.901,yeast
AAEL012637,AAEL001554,0.9,fly
AAEL010412,AAEL000934,0.9,fly
AAEL004725,AAEL003348,0.9,fly
AAEL011830,AAEL014018,0.9,fly
AAEL005424,AAEL006085,0.9,fly
AAEL004675,AAEL002137,0.9,fly
AAEL011866,AAEL008794,0.9,yeast
AAEL005025,AAEL001131,0.9,yeast
AAEL010087,AAEL009898,0.9,yeast
AAEL007022,AAEL002154,0.9,yeast/fly
AAEL008154,AAEL013539,0.899,fly
AAEL000131,AAEL000733,0.899,yeast
AAEL009383,AAEL013522,0.898,fly
AAEL009041,AAEL012310,0.898,yeast
AAEL011754,AAEL010794,0.898,yeast
AAEL004371,AAEL004358,0.898,yeast
AAEL014720,AAEL003604,0.897,fly
AAEL001838,AAEL009980,0.897,fly
AAEL001131,AAEL009839,0.897,yeast
AAEL007353,AAEL013396,0.896,fly
AAEL002883,AAEL014487,0.896,fly
AAEL003318,AAEL001165,0.896,fly
AAEL001255,AAEL014487,0.896,fly
AAEL014055,AAEL006226,0.896,fly
AAEL008255,AAEL007185,0.896,yeast
AAEL011780,AAEL014250,0.896,yeast
AAEL004526,AAEL007573,0.896,yeast
AAEL011197,AAEL012283,0.896,yeast
AAEL005742,AAEL006988,0.896,yeast
AAEL001904,AAEL012310,0.896,yeast
AAEL000719,AAEL005171,0.895,fly
AAEL005830,AAEL010087,0.895,yeast
AAEL002395,AAEL013397,0.895,yeast
AAEL013940,AAEL012725,0.895,yeast
AAEL004475,AAEL012310,0.895,yeast
AAEL012545,AAEL005870,0.895,yeast
AAEL008320,AAEL002785,0.895,yeast
AAEL011742,AAEL006993,0.894,fly
AAEL003439,AAEL000081,0.894,worm
AAEL003409,AAEL003704,0.894,yeast
AAEL006661,AAEL003401,0.894,yeast
AAEL009145,AAEL005025,0.894,yeast
AAEL001809,AAEL006534,0.893,fly
AAEL011696,AAEL001005,0.893,fly
AAEL001009,AAEL014369,0.893,fly
AAEL013002,AAEL004839,0.893,fly
AAEL013615,AAEL006785,0.893,fly
AAEL005148,AAEL008603,0.893,fly
AAEL012306,AAEL006362,0.893,fly
AAEL012675,AAEL005690,0.893,fly
AAEL006061,AAEL010087,0.893,yeast
AAEL006782,AAEL013527,0.892,fly
AAEL007426,AAEL000179,0.892,fly
AAEL001838,AAEL009805,0.892,fly
AAEL013539,AAEL001919,0.892,fly
AAEL001359,AAEL003912,0.892,fly
AAEL009059,AAEL012310,0.892,yeast
AAEL011780,AAEL007683,0.892,yeast
AAEL002121,AAEL000241,0.891,fly
AAEL007637,AAEL007637,0.891,worm/fly
AAEL001950,AAEL011591,0.89,fly
AAEL011093,AAEL008733,0.89,fly
AAEL013278,AAEL009584,0.89,fly
AAEL011471,AAEL012686,0.89,yeast
AAEL000825,AAEL011742,0.89,yeast
AAEL005046,AAEL012459,0.889,fly
AAEL006419,AAEL011502,0.889,fly
AAEL013389,AAEL007696,0.889,fly
AAEL003744,AAEL007871,0.889,yeast
AAEL004475,AAEL001904,0.889,yeast
AAEL004475,AAEL009041,0.889,yeast
AAEL008247,AAEL015182,0.889,yeast
AAEL001756,AAEL007871,0.889,yeast
AAEL010621,AAEL001005,0.888,fly
AAEL010315,AAEL004711,0.888,fly
AAEL011750,AAEL012310,0.888,yeast
AAEL006187,AAEL010359,0.888,yeast
AAEL011866,AAEL003786,0.888,yeast
AAEL005741,AAEL012355,0.888,yeast
AAEL005742,AAEL007067,0.888,yeast
AAEL004173,AAEL007297,0.888,yeast/worm
AAEL000568,AAEL007297,0.888,yeast/worm
AAEL001270,AAEL006367,0.887,fly
AAEL008336,AAEL005400,0.886,fly
AAEL011197,AAEL014868,0.886,yeast
AAEL000568,AAEL000270,0.886,yeast
AAEL006061,AAEL006174,0.886,yeast
AAEL008247,AAEL014314,0.886,yeast
AAEL004173,AAEL000270,0.886,yeast
AAEL014046,AAEL005947,0.885,fly
AAEL008755,AAEL014869,0.885,yeast
AAEL012115,AAEL014095,0.885,yeast
AAEL008755,AAEL012284,0.885,yeast
AAEL013071,AAEL002804,0.885,yeast
AAEL014070,AAEL013470,0.885,yeast
AAEL012115,AAEL013470,0.885,yeast
AAEL014070,AAEL014095,0.885,yeast
AAEL005339,AAEL002240,0.885,yeast/fly
AAEL008392,AAEL005730,0.884,fly
AAEL005706,AAEL000733,0.884,fly
AAEL001756,AAEL014508,0.884,yeast
AAEL007801,AAEL007462,0.883,fly
AAEL010688,AAEL003912,0.883,fly
AAEL004711,AAEL011529,0.883,fly
AAEL004711,AAEL010572,0.883,fly
AAEL011439,AAEL012004,0.883,fly
AAEL004733,AAEL007297,0.883,yeast
AAEL009302,AAEL005719,0.883,yeast
AAEL011379,AAEL001030,0.883,yeast
AAEL004896,AAEL001475,0.883,yeast
AAEL009041,AAEL001904,0.883,yeast
AAEL002785,AAEL002800,0.883,yeast
AAEL007908,AAEL007908,0.882,yeast
AAEL000118,AAEL005719,0.882,yeast
AAEL005742,AAEL001972,0.882,yeast
AAEL013061,AAEL002879,0.882,yeast
AAEL013767,AAEL012930,0.882,yeast
AAEL001176,AAEL000900,0.881,fly
AAEL007293,AAEL007293,0.881,yeast
AAEL004942,AAEL004371,0.881,yeast
AAEL001976,AAEL001976,0.881,yeast
AAEL007293,AAEL001976,0.881,yeast
AAEL004733,AAEL012122,0.881,yeast
AAEL013089,AAEL006061,0.881,yeast/worm
AAEL015007,AAEL006061,0.881,yeast/worm
AAEL000895,AAEL000583,0.88,yeast
AAEL004586,AAEL014491,0.88,yeast
AAEL015007,AAEL009898,0.88,yeast/worm
AAEL013089,AAEL009898,0.88,yeast/worm
AAEL001950,AAEL006621,0.879,fly
AAEL013621,AAEL007731,0.879,fly
AAEL004536,AAEL003634,0.879,fly
AAEL006738,AAEL005347,0.879,fly
AAEL006221,AAEL003206,0.879,yeast
AAEL004173,AAEL012122,0.879,yeast
AAEL001972,AAEL006789,0.879,yeast
AAEL000568,AAEL012122,0.879,yeast
AAEL013369,AAEL002831,0.879,yeast
AAEL004858,AAEL003622,0.878,fly
AAEL004835,AAEL003622,0.878,fly
AAEL013045,AAEL012513,0.878,fly
AAEL012812,AAEL012513,0.878,fly
AAEL004668,AAEL015296,0.877,fly
AAEL009833,AAEL007762,0.877,fly
AAEL010166,AAEL001091,0.877,fly
AAEL014440,AAEL001091,0.877,fly
AAEL008189,AAEL015013,0.877,fly
AAEL003954,AAEL001091,0.877,fly
AAEL013538,AAEL009614,0.877,fly
AAEL002418,AAEL005162,0.877,yeast
AAEL002098,AAEL011057,0.877,yeast
AAEL007049,AAEL010087,0.877,yeast
AAEL000982,AAEL004132,0.877,yeast
AAEL012925,AAEL013767,0.877,yeast
AAEL011273,AAEL006299,0.876,fly
AAEL001066,AAEL007760,0.876,fly
AAEL001034,AAEL010108,0.876,fly
AAEL001378,AAEL002445,0.876,fly
AAEL012197,AAEL007149,0.876,fly
AAEL006009,AAEL006843,0.876,fly
AAEL001345,AAEL012409,0.876,fly
AAEL009216,AAEL007293,0.876,yeast
AAEL008794,AAEL011692,0.876,yeast
AAEL009905,AAEL001324,0.876,yeast
AAEL009216,AAEL001976,0.876,yeast
AAEL008794,AAEL010617,0.876,yeast
AAEL000339,AAEL005879,0.875,fly
AAEL012280,AAEL012280,0.875,fly
AAEL015467,AAEL011739,0.875,fly
AAEL003539,AAEL014963,0.875,yeast
AAEL001831,AAEL013998,0.875,yeast
AAEL010468,AAEL013134,0.875,yeast
AAEL007067,AAEL006789,0.875,yeast
AAEL012459,AAEL000902,0.874,fly
AAEL003347,AAEL000569,0.874,fly
AAEL001038,AAEL000404,0.874,yeast
AAEL000175,AAEL000185,0.874,yeast
AAEL007326,AAEL009400,0.874,yeast
AAEL006725,AAEL000394,0.874,yeast
AAEL008247,AAEL007692,0.874,yeast/fly
AAEL012413,AAEL006144,0.873,fly
AAEL003744,AAEL012735,0.873,yeast
AAEL004364,AAEL007573,0.873,yeast
AAEL009059,AAEL001904,0.873,yeast
AAEL004237,AAEL010559,0.873,yeast
AAEL005336,AAEL005336,0.873,yeast
AAEL007185,AAEL002831,0.873,yeast
AAEL002975,AAEL002445,0.872,fly
AAEL005934,AAEL014813,0.872,fly
AAEL005934,AAEL010486,0.872,fly
AAEL003648,AAEL005083,0.872,fly
AAEL009170,AAEL010433,0.872,fly
AAEL009160,AAEL008262,0.872,fly
AAEL004733,AAEL012419,0.872,yeast
AAEL005802,AAEL006937,0.872,yeast
AAEL011087,AAEL003552,0.872,yeast
AAEL008320,AAEL007581,0.872,yeast
AAEL011466,AAEL007149,0.871,fly
AAEL011745,AAEL006299,0.871,fly
AAEL003831,AAEL004763,0.871,fly
AAEL014408,AAEL001946,0.871,fly
AAEL007035,AAEL004797,0.871,worm
AAEL014763,AAEL007035,0.871,worm
AAEL008582,AAEL010008,0.871,yeast
AAEL005025,AAEL009839,0.871,yeast
AAEL008755,AAEL003401,0.871,yeast
AAEL000832,AAEL005719,0.871,yeast
AAEL008320,AAEL002800,0.871,yeast
AAEL004351,AAEL004351,0.871,yeast
AAEL003744,AAEL003273,0.871,yeast
AAEL000673,AAEL001187,0.87,fly
AAEL013596,AAEL009192,0.87,fly
AAEL009287,AAEL009287,0.87,yeast
AAEL001324,AAEL006223,0.87,yeast
AAEL003549,AAEL002523,0.869,fly
AAEL012439,AAEL012439,0.869,fly
AAEL010666,AAEL002687,0.869,fly
AAEL013380,AAEL011250,0.869,fly
AAEL015567,AAEL002687,0.869,fly
AAEL013230,AAEL013121,0.869,yeast
AAEL012035,AAEL011025,0.869,yeast
AAEL006725,AAEL003605,0.869,yeast
AAEL002831,AAEL003912,0.869,yeast
AAEL011866,AAEL003552,0.869,yeast
AAEL007400,AAEL003377,0.869,yeast
AAEL006299,AAEL011502,0.868,fly
AAEL015007,AAEL010087,0.868,yeast
AAEL013089,AAEL010087,0.868,yeast
AAEL013248,AAEL008850,0.868,yeast
AAEL009383,AAEL014528,0.868,yeast/fly
AAEL001734,AAEL009937,0.867,fly
AAEL009145,AAEL009839,0.867,yeast
AAEL005742,AAEL006789,0.867,yeast
AAEL008363,AAEL007067,0.867,yeast
AAEL012122,AAEL012095,0.867,yeast
AAEL008363,AAEL006988,0.867,yeast
AAEL006148,AAEL000174,0.866,fly
AAEL006174,AAEL009898,0.866,yeast
AAEL010013,AAEL010387,0.866,yeast
AAEL013369,AAEL003912,0.866,yeast
AAEL002137,AAEL007067,0.866,yeast
AAEL007474,AAEL011478,0.865,fly
AAEL002767,AAEL006782,0.865,fly
AAEL004586,AAEL014168,0.865,worm
AAEL007049,AAEL006061,0.865,yeast
AAEL008930,AAEL010470,0.865,yeast
AAEL006840,AAEL013818,0.865,yeast
AAEL012656,AAEL013818,0.865,yeast
AAEL000568,AAEL014915,0.865,yeast
AAEL012930,AAEL012930,0.865,yeast
AAEL004173,AAEL014915,0.865,yeast
AAEL003400,AAEL011196,0.864,yeast
AAEL011693,AAEL012874,0.864,yeast
AAEL007400,AAEL010060,0.864,yeast
AAEL008728,AAEL011282,0.864,yeast
AAEL008755,AAEL013998,0.864,yeast
AAEL010744,AAEL002445,0.863,fly
AAEL008645,AAEL009478,0.863,fly
AAEL002418,AAEL013116,0.863,yeast
AAEL000568,AAEL012095,0.863,yeast
AAEL001363,AAEL002879,0.863,yeast
AAEL004733,AAEL012095,0.863,yeast
AAEL004173,AAEL012095,0.863,yeast
AAEL011087,AAEL000677,0.863,yeast
AAEL007573,AAEL009308,0.863,yeast
AAEL003409,AAEL008175,0.863,yeast
AAEL012459,AAEL015120,0.862,fly
AAEL012459,AAEL011667,0.862,fly
AAEL014325,AAEL012095,0.862,yeast
AAEL007442,AAEL009160,0.862,yeast
AAEL014325,AAEL012419,0.862,yeast
AAEL007988,AAEL006295,0.862,yeast/worm
AAEL004327,AAEL010975,0.861,fly
AAEL002096,AAEL007219,0.861,fly
AAEL000159,AAEL000159,0.861,fly
AAEL004942,AAEL004358,0.861,yeast
AAEL006223,AAEL007581,0.861,yeast
AAEL004434,AAEL004434,0.861,yeast
AAEL001385,AAEL013821,0.861,yeast
AAEL007692,AAEL014314,0.861,yeast
AAEL008257,AAEL005719,0.861,yeast
AAEL002427,AAEL012330,0.861,yeast
AAEL011866,AAEL007568,0.861,yeast
AAEL007120,AAEL002445,0.86,fly
AAEL004385,AAEL011698,0.86,fly
AAEL005106,AAEL011693,0.86,fly
AAEL006727,AAEL002748,0.86,fly
AAEL001373,AAEL006531,0.86,fly
AAEL012675,AAEL010165,0.86,fly
AAEL009416,AAEL015669,0.86,fly
AAEL008687,AAEL008687,0.86,fly
AAEL006648,AAEL003019,0.86,fly
AAEL006352,AAEL006189,0.86,fly
AAEL001642,AAEL001642,0.86,worm/fly
AAEL003839,AAEL003949,0.86,yeast
AAEL013089,AAEL005830,0.86,yeast
AAEL010559,AAEL000214,0.86,yeast
AAEL000568,AAEL012419,0.86,yeast
AAEL004173,AAEL012419,0.86,yeast
AAEL015007,AAEL005830,0.86,yeast
AAEL014569,AAEL002553,0.859,fly
AAEL003605,AAEL012348,0.859,yeast
AAEL001385,AAEL010206,0.859,yeast
AAEL000706,AAEL004501,0.859,yeast
AAEL003605,AAEL002709,0.859,yeast
AAEL003605,AAEL015244,0.859,yeast
AAEL012122,AAEL007297,0.859,yeast
AAEL006501,AAEL006660,0.859,yeast/fly
AAEL012733,AAEL001044,0.858,fly
AAEL006374,AAEL001260,0.858,fly
AAEL004546,AAEL006040,0.858,yeast
AAEL010468,AAEL007568,0.858,yeast
AAEL012419,AAEL012095,0.858,yeast
AAEL006725,AAEL013818,0.858,yeast
AAEL002764,AAEL006928,0.858,yeast
AAEL008363,AAEL006789,0.858,yeast/worm
AAEL008000,AAEL015296,0.857,fly
AAEL008340,AAEL013679,0.857,fly
AAEL008340,AAEL014722,0.857,fly
AAEL008548,AAEL010805,0.857,fly
AAEL013026,AAEL002553,0.857,fly
AAEL008363,AAEL001972,0.857,yeast
AAEL010087,AAEL006174,0.857,yeast
AAEL005825,AAEL011527,0.857,yeast
AAEL009145,AAEL009914,0.857,yeast
AAEL010468,AAEL014831,0.857,yeast
AAEL011510,AAEL005336,0.857,yeast
AAEL010939,AAEL000138,0.856,fly
AAEL007526,AAEL006952,0.856,fly
AAEL008328,AAEL002978,0.856,fly
AAEL010246,AAEL002461,0.856,yeast
AAEL013390,AAEL011993,0.856,yeast
AAEL012612,AAEL003758,0.855,fly
AAEL010698,AAEL010159,0.855,yeast
AAEL000270,AAEL007297,0.855,yeast
AAEL009905,AAEL007581,0.855,yeast
AAEL005628,AAEL011114,0.855,yeast
AAEL012058,AAEL010433,0.854,fly
AAEL002938,AAEL014549,0.854,fly
AAEL007466,AAEL014717,0.854,fly
AAEL006727,AAEL011518,0.854,fly
AAEL012539,AAEL014508,0.854,fly
AAEL004133,AAEL014200,0.854,fly
AAEL006960,AAEL011363,0.854,fly
AAEL006523,AAEL001631,0.854,fly
AAEL005830,AAEL006174,0.854,yeast
AAEL010387,AAEL010600,0.854,yeast
AAEL002804,AAEL002174,0.854,yeast
AAEL004344,AAEL005400,0.853,fly
AAEL014046,AAEL003807,0.853,fly
AAEL014647,AAEL007385,0.853,fly
AAEL010821,AAEL009830,0.853,yeast
AAEL015244,AAEL011433,0.853,yeast
AAEL012348,AAEL011433,0.853,yeast
AAEL009145,AAEL011433,0.853,yeast
AAEL003273,AAEL007871,0.853,yeast
AAEL008247,AAEL004698,0.853,yeast
AAEL014915,AAEL012095,0.853,yeast
AAEL009887,AAEL005719,0.853,yeast
AAEL006567,AAEL012237,0.852,fly
AAEL005174,AAEL010234,0.852,fly
AAEL003522,AAEL014562,0.852,fly
AAEL006675,AAEL015143,0.852,yeast
AAEL011663,AAEL007904,0.852,yeast
AAEL012122,AAEL012419,0.852,yeast
AAEL007718,AAEL006851,0.852,yeast
AAEL003786,AAEL011692,0.852,yeast
AAEL007718,AAEL012661,0.852,yeast
AAEL003332,AAEL001638,0.851,fly
AAEL012541,AAEL003445,0.851,fly
AAEL008320,AAEL009465,0.851,yeast
AAEL002137,AAEL005742,0.851,yeast
AAEL014262,AAEL011527,0.851,yeast
AAEL010251,AAEL011527,0.851,yeast
AAEL003786,AAEL010617,0.851,yeast
AAEL013369,AAEL007185,0.851,yeast
AAEL008516,AAEL015143,0.851,yeast
AAEL001916,AAEL001985,0.85,fly
AAEL012964,AAEL009621,0.85,fly
AAEL012675,AAEL005541,0.85,fly
AAEL002418,AAEL003409,0.85,yeast
AAEL013818,AAEL001382,0.85,yeast
AAEL013818,AAEL004263,0.85,yeast
AAEL012419,AAEL007297,0.85,yeast
AAEL012874,AAEL006819,0.85,yeast
AAEL010768,AAEL011055,0.849,fly
AAEL010471,AAEL002484,0.849,fly
AAEL011395,AAEL010071,0.849,fly
AAEL000502,AAEL011465,0.849,fly
AAEL007080,AAEL005367,0.849,fly
AAEL002705,AAEL005122,0.849,fly
AAEL002887,AAEL000656,0.849,fly
AAEL007088,AAEL001913,0.849,fly
AAEL006352,AAEL003139,0.849,fly
AAEL011353,AAEL001308,0.849,fly
AAEL009705,AAEL007049,0.849,fly
AAEL014068,AAEL010292,0.849,fly
AAEL005793,AAEL008463,0.849,fly
AAEL007888,AAEL014054,0.849,fly
AAEL007148,AAEL013397,0.849,fly
AAEL002265,AAEL004431,0.849,fly
AAEL003071,AAEL000867,0.849,fly
AAEL012123,AAEL010292,0.849,fly
AAEL005636,AAEL011442,0.849,fly
AAEL007576,AAEL001000,0.849,fly
AAEL001673,AAEL012283,0.849,yeast
AAEL000938,AAEL000330,0.849,yeast
AAEL003273,AAEL014508,0.849,yeast
AAEL012094,AAEL011425,0.849,yeast
AAEL003371,AAEL010651,0.849,yeast
AAEL011480,AAEL005424,0.848,fly
AAEL007415,AAEL003540,0.848,fly
AAEL012306,AAEL007738,0.848,fly
AAEL013112,AAEL013112,0.848,fly
AAEL006792,AAEL004492,0.848,fly
AAEL005958,AAEL005958,0.848,fly
AAEL001588,AAEL004733,0.848,fly
AAEL012306,AAEL012097,0.848,fly
AAEL003752,AAEL010008,0.848,yeast
AAEL004237,AAEL000214,0.848,yeast
AAEL007185,AAEL003912,0.848,yeast
AAEL000270,AAEL012095,0.848,yeast
AAEL006960,AAEL015342,0.847,fly
AAEL002721,AAEL004428,0.847,fly
AAEL002906,AAEL011554,0.847,worm/fly
AAEL000568,AAEL010048,0.847,yeast
AAEL003539,AAEL014324,0.847,yeast
AAEL009905,AAEL009465,0.847,yeast
AAEL004173,AAEL010048,0.847,yeast
AAEL007326,AAEL009437,0.847,yeast
AAEL014237,AAEL003942,0.846,fly
AAEL001363,AAEL009914,0.846,yeast
AAEL012874,AAEL000659,0.846,yeast
AAEL001324,AAEL007581,0.846,yeast/worm
AAEL010836,AAEL001913,0.845,fly
AAEL010069,AAEL011780,0.845,yeast
AAEL011187,AAEL006725,0.845,yeast
AAEL005522,AAEL006956,0.845,yeast
AAEL000982,AAEL014501,0.845,yeast
AAEL011089,AAEL008481,0.844,fly
AAEL006779,AAEL007009,0.844,fly
AAEL013453,AAEL004073,0.844,fly
AAEL004042,AAEL004042,0.844,fly
AAEL013058,AAEL004282,0.844,fly
AAEL009604,AAEL009604,0.844,fly
AAEL002310,AAEL006407,0.844,fly
AAEL010171,AAEL009090,0.844,fly
AAEL004125,AAEL006133,0.844,fly
AAEL012280,AAEL007316,0.844,fly
AAEL005339,AAEL007307,0.844,fly
AAEL013390,AAEL006937,0.844,yeast
AAEL003752,AAEL009608,0.844,yeast
AAEL005636,AAEL011527,0.844,yeast
AAEL014325,AAEL007297,0.844,yeast
AAEL002464,AAEL014053,0.844,yeast
AAEL003049,AAEL003041,0.843,fly
AAEL000331,AAEL010901,0.843,fly
AAEL013662,AAEL011871,0.843,fly
AAEL002137,AAEL006789,0.843,yeast
AAEL009287,AAEL007858,0.843,yeast
AAEL006080,AAEL012826,0.843,yeast
AAEL013530,AAEL010651,0.843,yeast
AAEL008462,AAEL001405,0.843,yeast
AAEL003568,AAEL003564,0.842,fly
AAEL001500,AAEL010744,0.842,fly
AAEL003689,AAEL006956,0.842,yeast
AAEL000490,AAEL006956,0.842,yeast
AAEL003673,AAEL006956,0.842,yeast
AAEL003838,AAEL006956,0.842,yeast
AAEL003401,AAEL013998,0.842,yeast
AAEL003823,AAEL006956,0.842,yeast
AAEL000513,AAEL006956,0.842,yeast
AAEL011999,AAEL006956,0.842,yeast
AAEL003846,AAEL006956,0.842,yeast
AAEL004586,AAEL014711,0.842,yeast
AAEL000517,AAEL006956,0.842,yeast
AAEL003814,AAEL006956,0.842,yeast
AAEL013709,AAEL006956,0.842,yeast
AAEL013248,AAEL000404,0.842,yeast
AAEL003866,AAEL006956,0.842,yeast
AAEL000501,AAEL006956,0.842,yeast
AAEL011087,AAEL011866,0.842,yeast
AAEL005169,AAEL012593,0.841,fly
AAEL009416,AAEL002958,0.841,fly
AAEL015375,AAEL002714,0.841,worm
AAEL003887,AAEL010559,0.841,yeast
AAEL010585,AAEL009042,0.841,yeast
AAEL012904,AAEL003503,0.841,yeast
AAEL010063,AAEL001715,0.841,yeast
AAEL007049,AAEL009898,0.841,yeast
AAEL001200,AAEL001175,0.841,yeast
AAEL012811,AAEL004282,0.84,fly
AAEL001500,AAEL007120,0.84,fly
AAEL003389,AAEL000755,0.84,fly
AAEL004733,AAEL010048,0.84,yeast
AAEL005163,AAEL011282,0.84,yeast
AAEL004733,AAEL014325,0.84,yeast
AAEL009914,AAEL001131,0.84,yeast
AAEL006725,AAEL012656,0.84,yeast
AAEL006725,AAEL006840,0.84,yeast
AAEL010013,AAEL010600,0.84,yeast
AAEL011112,AAEL011126,0.84,yeast
AAEL009589,AAEL010336,0.84,yeast
AAEL013767,AAEL009400,0.84,yeast
AAEL011425,AAEL011876,0.84,yeast
AAEL006150,AAEL007426,0.84,yeast
AAEL014746,AAEL013009,0.839,fly
AAEL010107,AAEL012525,0.839,fly
AAEL014746,AAEL005170,0.839,fly
AAEL009908,AAEL000728,0.839,yeast
AAEL012095,AAEL007297,0.839,yeast
AAEL004288,AAEL014187,0.839,yeast
AAEL001203,AAEL001041,0.839,yeast
AAEL010387,AAEL015244,0.839,yeast
AAEL007692,AAEL004698,0.839,yeast
AAEL004176,AAEL006642,0.839,yeast
AAEL000955,AAEL003573,0.839,yeast
AAEL010387,AAEL012348,0.839,yeast
AAEL001203,AAEL010070,0.839,yeast
AAEL013249,AAEL013249,0.839,yeast
AAEL000270,AAEL014915,0.839,yeast/worm
AAEL005046,AAEL002384,0.838,fly
AAEL000170,AAEL014422,0.838,fly
AAEL003549,AAEL006843,0.838,fly
AAEL005356,AAEL006036,0.838,yeast
AAEL003786,AAEL008794,0.838,yeast
AAEL005364,AAEL010704,0.838,yeast
AAEL004176,AAEL013229,0.838,yeast
AAEL008621,AAEL005232,0.838,yeast
AAEL005356,AAEL015160,0.838,yeast
AAEL014325,AAEL002508,0.838,yeast
AAEL000677,AAEL011866,0.838,yeast
AAEL001673,AAEL014868,0.838,yeast
AAEL004232,AAEL009469,0.838,yeast
AAEL000215,AAEL002232,0.838,yeast
AAEL012459,AAEL011568,0.837,fly
AAEL005513,AAEL005897,0.837,fly
AAEL006819,AAEL012812,0.837,yeast
AAEL012514,AAEL011527,0.837,yeast
AAEL006819,AAEL013045,0.837,yeast
AAEL011754,AAEL009317,0.837,yeast
AAEL009905,AAEL006223,0.837,yeast
AAEL011865,AAEL004185,0.836,fly
AAEL003020,AAEL009835,0.836,fly
AAEL001384,AAEL005276,0.836,fly
AAEL010387,AAEL014540,0.836,yeast
AAEL002064,AAEL010336,0.836,yeast
AAEL000677,AAEL008794,0.836,yeast
AAEL012419,AAEL014915,0.836,yeast
AAEL014915,AAEL002508,0.836,yeast
AAEL009287,AAEL009884,0.836,yeast/worm
AAEL012888,AAEL006897,0.835,fly
AAEL000659,AAEL012812,0.835,yeast
AAEL003786,AAEL007568,0.835,yeast
AAEL004631,AAEL012283,0.835,yeast
AAEL001928,AAEL012283,0.835,yeast
AAEL000659,AAEL013045,0.835,yeast
AAEL010468,AAEL003552,0.835,yeast
AAEL013818,AAEL014528,0.835,yeast
AAEL004294,AAEL004338,0.835,yeast
AAEL011499,AAEL002687,0.834,fly
AAEL013380,AAEL008686,0.834,fly
AAEL011265,AAEL012151,0.834,fly
AAEL001204,AAEL008854,0.834,yeast
